text,word,sentence,indexloc,compname
,年,162,1,
,8,162,2,
,月,162,3,
,16,162,4,
,日,162,5,
,株式会社,162,6,
,フェイス,162,7,
,ネットワーク,162,8,
,不動産,162,9,
,投資,162,10,
,支援,162,11,
,事業,162,12,
,の,162,13,
,フェイス,162,14,
,ネットワーク,162,15,
,相続,162,16,
,税,162,17,
,専門,162,18,
,の,162,19,
,税理士,162,20,
,法人,162,21,
,チェスター,162,22,
,不動産,162,23,
,コンサルティング,162,24,
,事業,162,25,
,の,162,26,
,チェスター,162,27,
,と,162,28,
,業務,162,29,
,提携,162,30,
,～,162,31,
,拡大,162,32,
,する,162,33,
,相続,162,34,
,市場,162,35,
,で,162,36,
,、,162,37,
,より,162,38,
,多く,162,39,
,の,162,40,
,方々,162,41,
,に,162,42,
,良質,162,43,
,な,162,44,
,投資,162,45,
,用,162,46,
,不動産,162,47,
,を,162,48,
,提供,162,49,
,～,162,50,
,東京,162,51,
,城南,162,52,
,3,162,53,
,区,162,54,
,エリア,162,55,
,（,162,56,
,世田谷,162,57,
,区,162,58,
,、,162,59,
,目黒,162,60,
,区,162,61,
,、,162,62,
,渋谷,162,63,
,区,162,64,
,）,162,65,
,を,162,66,
,中心,162,67,
,に,162,68,
,新築,162,69,
,一,162,70,
,棟,162,71,
,マンション,162,72,
,による,162,73,
,不動産,162,74,
,投資,162,75,
,事業,162,76,
,を,162,77,
,展開,162,78,
,する,162,79,
,株式会社,162,80,
,フェイス,162,81,
,ネットワーク,162,82,
,は,162,83,
,、,162,84,
,税理士,162,85,
,法人,162,86,
,チェスター,162,87,
,および,162,88,
,株式会社,162,89,
,チェスター,162,90,
,と,162,91,
,、,162,92,
,相続,162,93,
,・,162,94,
,贈与,162,95,
,分野,162,96,
,で,162,97,
,の,162,98,
,取り組み,162,99,
,において,162,100,
,、,162,101,
,8,162,102,
,月,162,103,
,16,162,104,
,日,162,105,
,金,162,106,
,に,162,107,
,業務,162,108,
,提携,162,109,
,し,162,110,
,た,162,111,
,こと,162,112,
,を,162,113,
,お知らせ,162,114,
,いたし,162,115,
,ます,162,116,
,。,162,117,
,■,162,118,
,業務,162,119,
,提携,162,120,
,の,162,121,
,目的,162,122,
,相続,162,123,
,税,162,124,
,を,162,125,
,専門,162,126,
,と,162,127,
,する,162,128,
,税理士,162,129,
,法人,162,130,
,チェスター,162,131,
,、,162,132,
,および,162,133,
,不動産,162,134,
,を,162,135,
,活用,162,136,
,し,162,137,
,た,162,138,
,相続,162,139,
,対策,162,140,
,の,162,141,
,提案,162,142,
,を,162,143,
,行う,162,144,
,株式会社,162,145,
,チェスター,162,146,
,と,162,147,
,業務,162,148,
,提携,162,149,
,する,162,150,
,こと,162,151,
,で,162,152,
,、,162,153,
,双方,162,154,
,の,162,155,
,相続,162,156,
,税,162,157,
,に関する,162,158,
,専門,162,159,
,的,162,160,
,な,162,161,
,知見,162,162,
,と,162,163,
東急 住宅 リース と の 業務 提携 に関する お知らせ,東急,163,0,
,住宅,163,1,
,リース,163,2,
,と,163,3,
,の,163,4,
,業務,163,5,
,提携,163,6,
,に関する,163,7,
,お知らせ,163,8,
各位 2019 年 ８月 20 日 会社 名 ホールディングス 株式会社 代表 者 名 代表 取締役 社長 小倉 博 （ コード 番号 ： 4437 東証 マザーズ ） 問合せ 先 グループ 企画 部長 横田 真清 （ 0332618300 ） 東急 住宅 リース と の 業務 提携 に関する お知らせ ホールディングス 株式会社 （ 本社 ： 東京 都 千代田 区 、 代表 取締役 社長 ： 小倉 博 、 以下 「 ホールディングス 」 ） と 東急 住宅 リース 株式会社 （ 本社 ： 東京 都 新宿 区 、 代表 取締役 社長 ： 三木 克志 、 以下 「 東急 住宅 リース 」 ） は 、 両社 の ノウハウ 活用 と 協力 体制 の 構築 を 目的 に 、 2019 年 ７月 に 業務 提携 いたし まし た 。 両社 は 、 ホールディングス が 提供 する 入居 申込 サービス 「 （ コノミー ） 」 について 、 利用 状況 の 調査 や 改善 事項 に関する 仲介 会社 へ の ヒアリング 等 を 実施 し ます 。 その 結果 を 基 に 、 「 」 を 継続 的,各位,164,0,
,2019,164,1,
,年,164,2,
,８月,164,3,
,20,164,4,
,日,164,5,
,会社,164,6,
,名,164,7,
,ホールディングス,164,8,
,株式会社,164,9,
,代表,164,10,
,者,164,11,
,名,164,12,
,代表,164,13,
,取締役,164,14,
,社長,164,15,
,小倉,164,16,
,博,164,17,
,（,164,18,
,コード,164,19,
,番号,164,20,
,：,164,21,
,4437,164,22,
,東証,164,23,
,マザーズ,164,24,
,）,164,25,
,問合せ,164,26,
,先,164,27,
,グループ,164,28,
,企画,164,29,
,部長,164,30,
,横田,164,31,
,真清,164,32,
,（,164,33,
,332618300,164,34,
,）,164,35,
,東急,164,36,
,住宅,164,37,
,リース,164,38,
,と,164,39,
,の,164,40,
,業務,164,41,
,提携,164,42,
,に関する,164,43,
,お知らせ,164,44,
,ホールディングス,164,45,
,株式会社,164,46,
,（,164,47,
,本社,164,48,
,：,164,49,
,東京,164,50,
,都,164,51,
,千代田,164,52,
,区,164,53,
,、,164,54,
,代表,164,55,
,取締役,164,56,
,社長,164,57,
,：,164,58,
,小倉,164,59,
,博,164,60,
,、,164,61,
,以下,164,62,
,「,164,63,
,ホールディングス,164,64,
,」,164,65,
,）,164,66,
,と,164,67,
,東急,164,68,
,住宅,164,69,
,リース,164,70,
,株式会社,164,71,
,（,164,72,
,本社,164,73,
,：,164,74,
,東京,164,75,
,都,164,76,
,新宿,164,77,
,区,164,78,
,、,164,79,
,代表,164,80,
,取締役,164,81,
,社長,164,82,
,：,164,83,
,三木,164,84,
,克志,164,85,
,、,164,86,
,以下,164,87,
,「,164,88,
,東急,164,89,
,住宅,164,90,
,リース,164,91,
,」,164,92,
,）,164,93,
,は,164,94,
,、,164,95,
,両社,164,96,
,の,164,97,
,ノウハウ,164,98,
,活用,164,99,
,と,164,100,
,協力,164,101,
,体制,164,102,
,の,164,103,
,構築,164,104,
,を,164,105,
,目的,164,106,
,に,164,107,
,、,164,108,
,2019,164,109,
,年,164,110,
,７月,164,111,
,に,164,112,
,業務,164,113,
,提携,164,114,
,いたし,164,115,
,まし,164,116,
,た,164,117,
,。,164,118,
,両社,164,119,
,は,164,120,
,、,164,121,
,ホールディングス,164,122,
,が,164,123,
,提供,164,124,
,する,164,125,
,入居,164,126,
,申込,164,127,
,サービス,164,128,
,「,164,129,
,（,164,130,
,コノミー,164,131,
,）,164,132,
,」,164,133,
,について,164,134,
,、,164,135,
,利用,164,136,
,状況,164,137,
,の,164,138,
,調査,164,139,
,や,164,140,
,改善,164,141,
,事項,164,142,
,に関する,164,143,
,仲介,164,144,
,会社,164,145,
,へ,164,146,
,の,164,147,
,ヒアリング,164,148,
,等,164,149,
,を,164,150,
,実施,164,151,
,し,164,152,
,ます,164,153,
,。,164,154,
,その,164,155,
,結果,164,156,
,を,164,157,
,基,164,158,
,に,164,159,
,、,164,160,
,「,164,161,
,」,164,162,
,を,164,163,
,継続,164,164,
,的,164,165,
東急 住宅 リース と の 業務 提携 に関する お知らせ （ 115 ）,東急,165,0,
,住宅,165,1,
,リース,165,2,
,と,165,3,
,の,165,4,
,業務,165,5,
,提携,165,6,
,に関する,165,7,
,お知らせ,165,8,
,（,165,9,
,115,165,10,
,）,165,11,
各位 2019 年 ８月 20 日 会社 名 ホールディングス 株式会社 代表 者 名 代表 取締役 社長 小倉 博 （ コード 番号 ： 4437 東証 マザーズ ） 問合せ 先 グループ 企画 部長 横田 真清 （ 0332618300 ） 東急 住宅 リース と の 業務 提携 に関する お知らせ ホールディングス 株式会社 （ 本社 ： 東京 都 千代田 区 、 代表 取締役 社長 ： 小倉 博 、 以下 「 ホールディングス 」 ） と 東急 住宅 リース 株式会社 （ 本社 ： 東京 都 新宿 区 、 代表 取締役 社長 ： 三木 克志 、 以下 「 東急 住宅 リース 」 ） は 、 両社 の ノウハウ 活用 と 協力 体制 の 構築 を 目的 に 、 2019 年 ７月 に 業務 提携 いたし まし た 。 両社 は 、 ホールディングス が 提供 する 入居 申込 サービス 「 （ コノミー ） 」 について 、 利用 状況 の 調査 や 改善 事項 に関する 仲介 会社 へ の ヒアリング 等 を 実施 し ます 。 その 結果 を 基 に 、 「 」 を 継続 的,各位,166,0,
,2019,166,1,
,年,166,2,
,８月,166,3,
,20,166,4,
,日,166,5,
,会社,166,6,
,名,166,7,
,ホールディングス,166,8,
,株式会社,166,9,
,代表,166,10,
,者,166,11,
,名,166,12,
,代表,166,13,
,取締役,166,14,
,社長,166,15,
,小倉,166,16,
,博,166,17,
,（,166,18,
,コード,166,19,
,番号,166,20,
,：,166,21,
,4437,166,22,
,東証,166,23,
,マザーズ,166,24,
,）,166,25,
,問合せ,166,26,
,先,166,27,
,グループ,166,28,
,企画,166,29,
,部長,166,30,
,横田,166,31,
,真清,166,32,
,（,166,33,
,332618300,166,34,
,）,166,35,
,東急,166,36,
,住宅,166,37,
,リース,166,38,
,と,166,39,
,の,166,40,
,業務,166,41,
,提携,166,42,
,に関する,166,43,
,お知らせ,166,44,
,ホールディングス,166,45,
,株式会社,166,46,
,（,166,47,
,本社,166,48,
,：,166,49,
,東京,166,50,
,都,166,51,
,千代田,166,52,
,区,166,53,
,、,166,54,
,代表,166,55,
,取締役,166,56,
,社長,166,57,
,：,166,58,
,小倉,166,59,
,博,166,60,
,、,166,61,
,以下,166,62,
,「,166,63,
,ホールディングス,166,64,
,」,166,65,
,）,166,66,
,と,166,67,
,東急,166,68,
,住宅,166,69,
,リース,166,70,
,株式会社,166,71,
,（,166,72,
,本社,166,73,
,：,166,74,
,東京,166,75,
,都,166,76,
,新宿,166,77,
,区,166,78,
,、,166,79,
,代表,166,80,
,取締役,166,81,
,社長,166,82,
,：,166,83,
,三木,166,84,
,克志,166,85,
,、,166,86,
,以下,166,87,
,「,166,88,
,東急,166,89,
,住宅,166,90,
,リース,166,91,
,」,166,92,
,）,166,93,
,は,166,94,
,、,166,95,
,両社,166,96,
,の,166,97,
,ノウハウ,166,98,
,活用,166,99,
,と,166,100,
,協力,166,101,
,体制,166,102,
,の,166,103,
,構築,166,104,
,を,166,105,
,目的,166,106,
,に,166,107,
,、,166,108,
,2019,166,109,
,年,166,110,
,７月,166,111,
,に,166,112,
,業務,166,113,
,提携,166,114,
,いたし,166,115,
,まし,166,116,
,た,166,117,
,。,166,118,
,両社,166,119,
,は,166,120,
,、,166,121,
,ホールディングス,166,122,
,が,166,123,
,提供,166,124,
,する,166,125,
,入居,166,126,
,申込,166,127,
,サービス,166,128,
,「,166,129,
,（,166,130,
,コノミー,166,131,
,）,166,132,
,」,166,133,
,について,166,134,
,、,166,135,
,利用,166,136,
,状況,166,137,
,の,166,138,
,調査,166,139,
,や,166,140,
,改善,166,141,
,事項,166,142,
,に関する,166,143,
,仲介,166,144,
,会社,166,145,
,へ,166,146,
,の,166,147,
,ヒアリング,166,148,
,等,166,149,
,を,166,150,
,実施,166,151,
,し,166,152,
,ます,166,153,
,。,166,154,
,その,166,155,
,結果,166,156,
,を,166,157,
,基,166,158,
,に,166,159,
,、,166,160,
,「,166,161,
,」,166,162,
,を,166,163,
,継続,166,164,
,的,166,165,
当社 は 、 サステナブル・ブランド コミュニティ 活動 を 推進 する 株式会社 博 展 と 業務 提携 を 締結 。 両 社協 働 で 、 サステナビリティ 経営 に関する アドバイザリーサービス 『 』 を 開始 。 （ ： 2140 ）,当社,167,0,
,は,167,1,
,、,167,2,
,サステナブル・ブランド,167,3,
,コミュニティ,167,4,
,活動,167,5,
,を,167,6,
,推進,167,7,
,する,167,8,
,株式会社,167,9,
,博,167,10,
,展,167,11,
,と,167,12,
,業務,167,13,
,提携,167,14,
,を,167,15,
,締結,167,16,
,。,167,17,
,両,167,18,
,社協,167,19,
,働,167,20,
,で,167,21,
,、,167,22,
,サステナビリティ,167,23,
,経営,167,24,
,に関する,167,25,
,アドバイザリーサービス,167,26,
,『,167,27,
,』,167,28,
,を,167,29,
,開始,167,30,
,。,167,31,
,（,167,32,
,：,167,33,
,2140,167,34,
,）,167,35,
2019 年 8 月 22 日 サンメッセ 株式会社 当社 は 、 サステナブル・ブランドコミュニティ 活動 を 推進 する 株式会社 博 展 と 業務 提携 を 締結 し 、 サステナビリティ 経営 に関する アドバイザリーサービス 『 』 を 開始 いたし ます 。 〜 内閣 府 認定 の 「 未来 都市 」 や 「 自治体 ＳＤＧｓ モデル 事業 」 を 支援 する プログラム も 展開 〜 サンメッセ 株式会社 （ 岐阜 県 大垣 市 、 代表 取締役 社長 ： 田中 尚一 郎 ） は 、 日本 における サステナブル・ブランドコミュニティ 活動 を 推進 する 株式会社 博 展 （ 東京 都 中央 区 、 代表 取締役 社長 ： 田口 徳久 、 東証 「 グロース 」 ） と 、 サステナビリティ （ 持続 可能 性 ） に関する 企業 や 地方自治体 の ニーズ に お 応え する べく 業務 提携 を 締結 し 、 サステナビリティ 経営 の コンサルティング・アドバイザリーサービス を 提供 する 『 』 を 開始 いたし ます 。 近年 、 気候 変動 や 海洋 プラ,2019,168,0,
,年,168,1,
,8,168,2,
,月,168,3,
,22,168,4,
,日,168,5,
,サンメッセ,168,6,
,株式会社,168,7,
,当社,168,8,
,は,168,9,
,、,168,10,
,サステナブル・ブランドコミュニティ,168,11,
,活動,168,12,
,を,168,13,
,推進,168,14,
,する,168,15,
,株式会社,168,16,
,博,168,17,
,展,168,18,
,と,168,19,
,業務,168,20,
,提携,168,21,
,を,168,22,
,締結,168,23,
,し,168,24,
,、,168,25,
,サステナビリティ,168,26,
,経営,168,27,
,に関する,168,28,
,アドバイザリーサービス,168,29,
,『,168,30,
,』,168,31,
,を,168,32,
,開始,168,33,
,いたし,168,34,
,ます,168,35,
,。,168,36,
,〜,168,37,
,内閣,168,38,
,府,168,39,
,認定,168,40,
,の,168,41,
,「,168,42,
,未来,168,43,
,都市,168,44,
,」,168,45,
,や,168,46,
,「,168,47,
,自治体,168,48,
,ＳＤＧｓ,168,49,
,モデル,168,50,
,事業,168,51,
,」,168,52,
,を,168,53,
,支援,168,54,
,する,168,55,
,プログラム,168,56,
,も,168,57,
,展開,168,58,
,〜,168,59,
,サンメッセ,168,60,
,株式会社,168,61,
,（,168,62,
,岐阜,168,63,
,県,168,64,
,大垣,168,65,
,市,168,66,
,、,168,67,
,代表,168,68,
,取締役,168,69,
,社長,168,70,
,：,168,71,
,田中,168,72,
,尚一,168,73,
,郎,168,74,
,）,168,75,
,は,168,76,
,、,168,77,
,日本,168,78,
,における,168,79,
,サステナブル・ブランドコミュニティ,168,80,
,活動,168,81,
,を,168,82,
,推進,168,83,
,する,168,84,
,株式会社,168,85,
,博,168,86,
,展,168,87,
,（,168,88,
,東京,168,89,
,都,168,90,
,中央,168,91,
,区,168,92,
,、,168,93,
,代表,168,94,
,取締役,168,95,
,社長,168,96,
,：,168,97,
,田口,168,98,
,徳久,168,99,
,、,168,100,
,東証,168,101,
,「,168,102,
,グロース,168,103,
,」,168,104,
,）,168,105,
,と,168,106,
,、,168,107,
,サステナビリティ,168,108,
,（,168,109,
,持続,168,110,
,可能,168,111,
,性,168,112,
,）,168,113,
,に関する,168,114,
,企業,168,115,
,や,168,116,
,地方自治体,168,117,
,の,168,118,
,ニーズ,168,119,
,に,168,120,
,お,168,121,
,応え,168,122,
,する,168,123,
,べく,168,124,
,業務,168,125,
,提携,168,126,
,を,168,127,
,締結,168,128,
,し,168,129,
,、,168,130,
,サステナビリティ,168,131,
,経営,168,132,
,の,168,133,
,コンサルティング・アドバイザリーサービス,168,134,
,を,168,135,
,提供,168,136,
,する,168,137,
,『,168,138,
,』,168,139,
,を,168,140,
,開始,168,141,
,いたし,168,142,
,ます,168,143,
,。,168,144,
,近年,168,145,
,、,168,146,
,気候,168,147,
,変動,168,148,
,や,168,149,
,海洋,168,150,
,プラ,168,151,
が 野村 総合 研究所 と 資本 業務 提携 に 向け た 基本 契約 を 締結,が,169,0,
,野村,169,1,
,総合,169,2,
,研究所,169,3,
,と,169,4,
,資本,169,5,
,業務,169,6,
,提携,169,7,
,に,169,8,
,向け,169,9,
,た,169,10,
,基本,169,11,
,契約,169,12,
,を,169,13,
,締結,169,14,
文字 サイズ ▶ 経営 方針 ▶ 株式 情報 ▶ 財務 情報 ▶ 経営 方針 ▶ 株式 情報 ▶ 財務 情報 × ニュー スリ リースニュースリリースプレスリリースプレスリリース 経路 検索 サービス の 大手 、 ジョルダン 株式会社 （ 本社 ： 東京 都 新宿 区 、 代表 取締役 社長 ： 佐藤 俊和 、 以下 ジョルダン ） の 子会社 として 、 2018 年 7 月 に 設立 し た 株式会社 （ 本社 ： 東京 都 新宿 区 、 代表 取締役 社長 ： 佐藤 俊和 、 以下 、 ） は 、 8 月 22 日 、 株式会社 野村 総合 研究所 （ 本社 ： 東京 都 千代田 区 、 代表 取締役 会長 兼 社長 ： 此本 臣 吾 、 以下 、 ） と 資本 業務 提携 に 向け た 基本 契約 を 締結 し まし た 。 ※ 詳しく は 、 【 一般 の 方 から の お 問い合わせ 先 】 ※ 会社 名 、 製品 名 等 は それぞれ 各社 の 商標 または 登録 商標 です 。 ※ 記載 さ れ た 情報 は 、 発表 日 現在 の もの です 。 ご 利用 にあたっ,文字,170,0,
,サイズ,170,1,
,▶,170,2,
,経営,170,3,
,方針,170,4,
,▶,170,5,
,株式,170,6,
,情報,170,7,
,▶,170,8,
,財務,170,9,
,情報,170,10,
,▶,170,11,
,経営,170,12,
,方針,170,13,
,▶,170,14,
,株式,170,15,
,情報,170,16,
,▶,170,17,
,財務,170,18,
,情報,170,19,
,×,170,20,
,ニュー,170,21,
,スリ,170,22,
,リースニュースリリースプレスリリースプレスリリース,170,23,
,経路,170,24,
,検索,170,25,
,サービス,170,26,
,の,170,27,
,大手,170,28,
,、,170,29,
,ジョルダン,170,30,
,株式会社,170,31,
,（,170,32,
,本社,170,33,
,：,170,34,
,東京,170,35,
,都,170,36,
,新宿,170,37,
,区,170,38,
,、,170,39,
,代表,170,40,
,取締役,170,41,
,社長,170,42,
,：,170,43,
,佐藤,170,44,
,俊和,170,45,
,、,170,46,
,以下,170,47,
,ジョルダン,170,48,
,）,170,49,
,の,170,50,
,子会社,170,51,
,として,170,52,
,、,170,53,
,2018,170,54,
,年,170,55,
,7,170,56,
,月,170,57,
,に,170,58,
,設立,170,59,
,し,170,60,
,た,170,61,
,株式会社,170,62,
,（,170,63,
,本社,170,64,
,：,170,65,
,東京,170,66,
,都,170,67,
,新宿,170,68,
,区,170,69,
,、,170,70,
,代表,170,71,
,取締役,170,72,
,社長,170,73,
,：,170,74,
,佐藤,170,75,
,俊和,170,76,
,、,170,77,
,以下,170,78,
,、,170,79,
,）,170,80,
,は,170,81,
,、,170,82,
,8,170,83,
,月,170,84,
,22,170,85,
,日,170,86,
,、,170,87,
,株式会社,170,88,
,野村,170,89,
,総合,170,90,
,研究所,170,91,
,（,170,92,
,本社,170,93,
,：,170,94,
,東京,170,95,
,都,170,96,
,千代田,170,97,
,区,170,98,
,、,170,99,
,代表,170,100,
,取締役,170,101,
,会長,170,102,
,兼,170,103,
,社長,170,104,
,：,170,105,
,此本,170,106,
,臣,170,107,
,吾,170,108,
,、,170,109,
,以下,170,110,
,、,170,111,
,）,170,112,
,と,170,113,
,資本,170,114,
,業務,170,115,
,提携,170,116,
,に,170,117,
,向け,170,118,
,た,170,119,
,基本,170,120,
,契約,170,121,
,を,170,122,
,締結,170,123,
,し,170,124,
,まし,170,125,
,た,170,126,
,。,170,127,
,※,170,128,
,詳しく,170,129,
,は,170,130,
,、,170,131,
,【,170,132,
,一般,170,133,
,の,170,134,
,方,170,135,
,から,170,136,
,の,170,137,
,お,170,138,
,問い合わせ,170,139,
,先,170,140,
,】,170,141,
,※,170,142,
,会社,170,143,
,名,170,144,
,、,170,145,
,製品,170,146,
,名,170,147,
,等,170,148,
,は,170,149,
,それぞれ,170,150,
,各社,170,151,
,の,170,152,
,商標,170,153,
,または,170,154,
,登録,170,155,
,商標,170,156,
,です,170,157,
,。,170,158,
,※,170,159,
,記載,170,160,
,さ,170,161,
,れ,170,162,
,た,170,163,
,情報,170,164,
,は,170,165,
,、,170,166,
,発表,170,167,
,日,170,168,
,現在,170,169,
,の,170,170,
,もの,170,171,
,です,170,172,
,。,170,173,
,ご,170,174,
,利用,170,175,
,にあたっ,170,176,
株式会社 と の 資本 業務 提携 に関する お知らせ,株式会社,171,0,
,と,171,1,
,の,171,2,
,資本,171,3,
,業務,171,4,
,提携,171,5,
,に関する,171,6,
,お知らせ,171,7,
2019 年 ８月 22 日 会社 名 株式会社 エスエルディー 代表 者 名 代表 取締役 社長 ＣＥＯ 伴 直樹 （ コード ： 3223 東証 スタンダード ） 問合せ 先 取締役 経営 管理 部 部長 ＣＦＯ 鯛 剛 和 （ ． 03 － 6866 － 0245 ） 株式会社 ＧＩＮＫＡＮ と の 資本 業務 提携 に関する お知らせ 各位 当社 は 、 トークンエコノミー 型 グルメ 「 シンクロ ライフ （ ） 」 を 運営 する 株式会社 （ 本社 ： 東京 都 港 区 、 代表 取締役 ： 神谷 知 愛 、 以下 「 」 と いい ます 。 ） と の 間 で 資本 業務 提携 を 締結 いたし まし た ので 、 以下 の とおり 、 お知らせ いたし ます 。 1 資本 業務 提携 について 記 当社 は 、 様々 な スペース や イベント の 企画 ・ 運営 等 を 行っ て おり ます 。 一方 、 が 運営 する 「 シンクロ ライフ 」 は 、 ブロック チェーン を 活用 し 、 優良 な レビュアー へ の 暗号 通貨 報酬 や 、 食事 代金 から,2019,172,0,
,年,172,1,
,８月,172,2,
,22,172,3,
,日,172,4,
,会社,172,5,
,名,172,6,
,株式会社,172,7,
,エスエルディー,172,8,
,代表,172,9,
,者,172,10,
,名,172,11,
,代表,172,12,
,取締役,172,13,
,社長,172,14,
,ＣＥＯ,172,15,
,伴,172,16,
,直樹,172,17,
,（,172,18,
,コード,172,19,
,：,172,20,
,3223,172,21,
,東証,172,22,
,スタンダード,172,23,
,）,172,24,
,問合せ,172,25,
,先,172,26,
,取締役,172,27,
,経営,172,28,
,管理,172,29,
,部,172,30,
,部長,172,31,
,ＣＦＯ,172,32,
,鯛,172,33,
,剛,172,34,
,和,172,35,
,（,172,36,
,．,172,37,
,3,172,38,
,－,172,39,
,6866,172,40,
,－,172,41,
,245,172,42,
,）,172,43,
,株式会社,172,44,
,ＧＩＮＫＡＮ,172,45,
,と,172,46,
,の,172,47,
,資本,172,48,
,業務,172,49,
,提携,172,50,
,に関する,172,51,
,お知らせ,172,52,
,各位,172,53,
,当社,172,54,
,は,172,55,
,、,172,56,
,トークンエコノミー,172,57,
,型,172,58,
,グルメ,172,59,
,「,172,60,
,シンクロ,172,61,
,ライフ,172,62,
,（,172,63,
,）,172,64,
,」,172,65,
,を,172,66,
,運営,172,67,
,する,172,68,
,株式会社,172,69,
,（,172,70,
,本社,172,71,
,：,172,72,
,東京,172,73,
,都,172,74,
,港,172,75,
,区,172,76,
,、,172,77,
,代表,172,78,
,取締役,172,79,
,：,172,80,
,神谷,172,81,
,知,172,82,
,愛,172,83,
,、,172,84,
,以下,172,85,
,「,172,86,
,」,172,87,
,と,172,88,
,いい,172,89,
,ます,172,90,
,。,172,91,
,）,172,92,
,と,172,93,
,の,172,94,
,間,172,95,
,で,172,96,
,資本,172,97,
,業務,172,98,
,提携,172,99,
,を,172,100,
,締結,172,101,
,いたし,172,102,
,まし,172,103,
,た,172,104,
,ので,172,105,
,、,172,106,
,以下,172,107,
,の,172,108,
,とおり,172,109,
,、,172,110,
,お知らせ,172,111,
,いたし,172,112,
,ます,172,113,
,。,172,114,
,1,172,115,
,資本,172,116,
,業務,172,117,
,提携,172,118,
,について,172,119,
,記,172,120,
,当社,172,121,
,は,172,122,
,、,172,123,
,様々,172,124,
,な,172,125,
,スペース,172,126,
,や,172,127,
,イベント,172,128,
,の,172,129,
,企画,172,130,
,・,172,131,
,運営,172,132,
,等,172,133,
,を,172,134,
,行っ,172,135,
,て,172,136,
,おり,172,137,
,ます,172,138,
,。,172,139,
,一方,172,140,
,、,172,141,
,が,172,142,
,運営,172,143,
,する,172,144,
,「,172,145,
,シンクロ,172,146,
,ライフ,172,147,
,」,172,148,
,は,172,149,
,、,172,150,
,ブロック,172,151,
,チェーン,172,152,
,を,172,153,
,活用,172,154,
,し,172,155,
,、,172,156,
,優良,172,157,
,な,172,158,
,レビュアー,172,159,
,へ,172,160,
,の,172,161,
,暗号,172,162,
,通貨,172,163,
,報酬,172,164,
,や,172,165,
,、,172,166,
,食事,172,167,
,代金,172,168,
,から,172,169,
当社 連結 子会社 の 業務 提携 の 解消 に関する お知らせ,当社,173,0,
,連結,173,1,
,子会社,173,2,
,の,173,3,
,業務,173,4,
,提携,173,5,
,の,173,6,
,解消,173,7,
,に関する,173,8,
,お知らせ,173,9,
© 2018 フィナンシャルアドバイザー 事業 ／ 投融資 事業 お 急ぎ の 方 、 電話 にて 問い合わせ を し たい お客様 は 0364329140 当社 連結 子会社 の 業務 提携 の 解消 に関する お知らせ 株式会社 ＞ 当社 連結 子会社 の 業務 提携 の 解消 に関する お知らせ 受付 時間 900 ～ 1700 （ 土日 祝 休 ） 株式 分割 に関する 基準 日 設定 公告 平成 28 年 8 月 10 日 東京 都 港 区 南青山 二 丁目 2 番 15 号 ＧＦＡ 株式会社 代表 取締役 松浦 一博 株主 各位 当社 は 平成 28 年 8 月 9 日 開催 の 取締役 会 において 、 平成 28 年 9 月 1 日 付 を もっ て 当社 普通 株式 １ 株 を ３ 株 に 分割 する こと を 決議 致し まし た 。 つき まし て は 、 この 株式 分割 による 株式 の 割り当て を 受ける 権利 の 基準 日 を 平成 28 年 8 月 31 日 と 定め まし た ので 公告 致し ます 。 以上,©,174,0,
,2018,174,1,
,フィナンシャルアドバイザー,174,2,
,事業,174,3,
,／,174,4,
,投融資,174,5,
,事業,174,6,
,お,174,7,
,急ぎ,174,8,
,の,174,9,
,方,174,10,
,、,174,11,
,電話,174,12,
,にて,174,13,
,問い合わせ,174,14,
,を,174,15,
,し,174,16,
,たい,174,17,
,お客様,174,18,
,は,174,19,
,364329140,174,20,
,当社,174,21,
,連結,174,22,
,子会社,174,23,
,の,174,24,
,業務,174,25,
,提携,174,26,
,の,174,27,
,解消,174,28,
,に関する,174,29,
,お知らせ,174,30,
,株式会社,174,31,
,＞,174,32,
,当社,174,33,
,連結,174,34,
,子会社,174,35,
,の,174,36,
,業務,174,37,
,提携,174,38,
,の,174,39,
,解消,174,40,
,に関する,174,41,
,お知らせ,174,42,
,受付,174,43,
,時間,174,44,
,900,174,45,
,～,174,46,
,1700,174,47,
,（,174,48,
,土日,174,49,
,祝,174,50,
,休,174,51,
,）,174,52,
,株式,174,53,
,分割,174,54,
,に関する,174,55,
,基準,174,56,
,日,174,57,
,設定,174,58,
,公告,174,59,
,平成,174,60,
,28,174,61,
,年,174,62,
,8,174,63,
,月,174,64,
,10,174,65,
,日,174,66,
,東京,174,67,
,都,174,68,
,港,174,69,
,区,174,70,
,南青山,174,71,
,二,174,72,
,丁目,174,73,
,2,174,74,
,番,174,75,
,15,174,76,
,号,174,77,
,ＧＦＡ,174,78,
,株式会社,174,79,
,代表,174,80,
,取締役,174,81,
,松浦,174,82,
,一博,174,83,
,株主,174,84,
,各位,174,85,
,当社,174,86,
,は,174,87,
,平成,174,88,
,28,174,89,
,年,174,90,
,8,174,91,
,月,174,92,
,9,174,93,
,日,174,94,
,開催,174,95,
,の,174,96,
,取締役,174,97,
,会,174,98,
,において,174,99,
,、,174,100,
,平成,174,101,
,28,174,102,
,年,174,103,
,9,174,104,
,月,174,105,
,1,174,106,
,日,174,107,
,付,174,108,
,を,174,109,
,もっ,174,110,
,て,174,111,
,当社,174,112,
,普通,174,113,
,株式,174,114,
,1,174,115,
